Category,File_ID,Shape,Style,Description,Image_Path,CAD_Path
Prongs,20700_20700_100004_S.3dm,Square/Princess,Basket,Wireframe CAD model of a four-prong basket setting designed for a square or princess cut stone. It features a high profile with open sides supporting the stone.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100004_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100004_S.3dm
Prongs,20700_20700_100007_S.3dm,Square/Cushion,Basket,"Wireframe CAD model of a high-profile, 4-prong basket setting designed for a square or cushion-shaped gemstone, featuring an open, intricate lower structure for light exposure and support.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100007_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100007_S.3dm
Prongs,20700_20700_100037_S.3dm,Round,Basket,"A 3D wireframe model of a four-prong basket setting, designed for a high-profile placement of a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100037_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100037_S.3dm
Prongs,20700_20700_100038_S.3dm,Square/Rectangular,Peg,"A 3D wireframe model of a 4-prong peg head setting. The prongs converge from a cylindrical base and flair upwards to form a high-profile, square/rectangular opening designed to hold a square or rectangular cut stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100038_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100038_S.3dm
Prongs,20700_20700_100041_S.3dm,Square/Princess,Basket,"A wireframe model of a 4-prong basket setting, designed for a square or princess-cut stone, with a high profile and a cylindrical base for attachment.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100041_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_100041_S.3dm
Prongs,20700_20700_1001_S.3dm,Square/Princess,Basket,"Wireframe model of a high-profile, 6-prong basket setting, designed to hold a square or princess-cut gemstone. The prongs have flat tops suitable for straight edges, and the setting features an intricate support structure below the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_1001_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_1001_S.3dm
Prongs,20700_20700_1002_S.3dm,Square,Basket,"A high-profile, 4-prong basket setting designed for a square-cut stone, depicted as a wireframe CAD model.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_1002_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_1002_S.3dm
Prongs,20700_20700_1006_S.3dm,Square/Princess,Basket,"A high-profile, four-prong basket setting designed for a square or princess-cut stone, featuring additional central support structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_1006_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_1006_S.3dm
Prongs,20700_20700_161857_S.3dm,Round,Basket,"Wireframe CAD model of a 4-prong basket setting head designed for a round stone, featuring a high profile with four distinct prongs extending upwards from a central base, tapering to a cylindrical attachment.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_161857_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\20700_20700_161857_S.3dm
Prongs,21348_21348_1001_S.3dm,Round,Basket,"Wireframe CAD model of a high-profile, 4-prong basket setting designed for a round stone, featuring an intricate, multi-layered support structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_1001_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_1001_S.3dm
Prongs,21348_21348_221234_S.3dm,Round,Basket,"A wireframe CAD model of a high-profile, four-prong basket setting designed for a round main stone. The intricate basket features multiple tiers of circular supports and openwork below the main gem, suggesting space for accent stones or elaborate metal detailing.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221234_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221234_S.3dm
Prongs,21348_21348_221239_S.3dm,Round,Basket,"A 4-prong basket setting for a round stone, featuring an open wireframe basket structure below the girdle, designed for a high-profile display.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221239_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221239_S.3dm
Prongs,21348_21348_221245_S.3dm,Round,Basket,"A 4-prong basket setting for a round stone, featuring a multi-tiered open-work gallery and a high profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221245_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221245_S.3dm
Prongs,21348_21348_221249_S.3dm,Round,Basket,"Wireframe CAD model of a 4-prong, high-profile basket setting designed for a round gemstone. The setting features a prominent circular top gallery and a lower circular rail connected by the four main prongs and additional supporting elements, creating an open basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221249_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221249_S.3dm
Prongs,21348_21348_221255_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone, featuring an open gallery and a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221255_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221255_S.3dm
Prongs,21348_21348_221256_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting for a round stone. The basket features an intricate wireframe design with multiple overlapping circular and elliptical elements forming the gallery beneath the stone. The prongs are substantial cylindrical shapes with rounded tops.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221256_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221256_S.3dm
Prongs,21348_21348_221257_S.3dm,Round,Basket,"A high-profile 4-prong basket setting designed for a round stone, featuring an intricate open wireframe under-gallery with multiple circular supports.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221257_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221257_S.3dm
Prongs,21348_21348_2212820_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting designed for a round stone, featuring an intricate open wireframe design beneath the stone's seating for maximum light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_2212820_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_2212820_S.3dm
Prongs,21348_21348_221282_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting with a prominent circular seat for a round stone. The intricate basket structure below the stone consists of multiple concentric circular and connecting wireframe elements.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221282_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221282_S.3dm
Prongs,21348_21348_221283_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting, designed for a round stone. It features a complex under-gallery with multiple circular support bands and vertical structural elements, creating an intricate cage-like base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221283_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221283_S.3dm
Prongs,21348_21348_221294_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting designed for a round stone, featuring a complex structure of intersecting rings and vertical supports forming the basket.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221294_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221294_S.3dm
Prongs,21348_21348_221295_S.3dm,Round,Basket,"A four-prong basket setting designed for a round stone, featuring an open-sided structure and a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221295_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221295_S.3dm
Prongs,21348_21348_221302_S.3dm,Round,Basket,"A wireframe CAD model of a 6-prong basket setting designed for a round gemstone. The setting features a complex open gallery with multiple concentric rings and vertical supports below the stone, ensuring maximum light entry. The prongs are tall, suggesting a high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221302_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221302_S.3dm
Prongs,21348_21348_221303_S.3dm,Round,Basket,"A high-profile wireframe basket setting designed for a round stone, featuring four prominent prongs and an open-work structure beneath the stone to allow for light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221303_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221303_S.3dm
Prongs,21348_21348_2213120_S.3dm,Round,Basket,"A round, six-prong basket setting designed for a high-profile display of a gemstone, featuring a visible open-work base structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_2213120_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_2213120_S.3dm
Prongs,21348_21348_221312_S.3dm,Round,Basket,"A 6-prong basket setting for a round stone, featuring an open gallery with multiple concentric rings and vertical supports, resulting in a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221312_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221312_S.3dm
Prongs,21348_21348_221313_S.3dm,Round,Basket,"A high-profile round basket setting with six prongs, featuring multiple concentric rings and supporting bars forming the basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221313_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\21348_21348_221313_S.3dm
Prongs,22666_22666_274906_S.3dm,Round,Peg,"A four-prong, high-profile peg head setting designed to hold a round stone. The wireframe shows sturdy, upward-curving prongs and a distinct base for attachment.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_274906_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_274906_S.3dm
Prongs,22666_22666_274917_S.3dm,Cushion,Basket,"A high-profile, four-prong basket setting designed for a cushion or square-shaped stone. The intricate wireframe basket provides substantial support and lifts the stone prominently.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_274917_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_274917_S.3dm
Prongs,22666_22666_274921_S.3dm,Round,Basket,"A 4-prong basket setting for a round stone, featuring a high profile with prongs extending upwards and horizontal connections forming the basket structure below the stone's girdle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_274921_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_274921_S.3dm
Prongs,22666_22666_275380_S.3dm,Round,Basket,"A three-prong basket setting with a high profile, designed to hold a round stone. It features one central vertical prong and two outer curved prongs, all supported by a visible basket structure beneath.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_275380_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_275380_S.3dm
Prongs,22666_22666_275382_S.3dm,Round,Peg,"A three-prong peg head setting, featuring a high profile, suitable for a round stone. The prongs are thick and curve inward at the top to secure the gem.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_275382_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\22666_22666_275382_S.3dm
Prongs,23411_23411_100001_S.3dm,Oval,Basket with Prongs,"A wireframe model of a 4-prong basket setting designed for an oval stone. The basket structure is formed by two concentric oval rings with vertical supports, and four prongs extend upwards from the basket to secure the stone, indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100001_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100001_S.3dm
Prongs,23411_23411_100002_S.3dm,Oval,Basket,"A 4-prong basket setting for an oval-shaped stone, featuring a high profile with multiple wire bands forming the gallery.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100002_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100002_S.3dm
Prongs,23411_23411_100003_S.3dm,Round or Cushion,Basket,"A wireframe rendering of a 4-prong basket setting, likely for a round or cushion cut stone. The setting features a prominent gallery with supportive structures, designed for a high-profile display of the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100003_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100003_S.3dm
Prongs,23411_23411_100004_S.3dm,Round,Basket,"A four-prong basket setting rendered in wireframe. It is designed for a round stone, featuring a high profile with an open, ornate gallery composed of multiple concentric circular and vertical wire elements, supporting the prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100004_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100004_S.3dm
Prongs,23411_23411_100005_S.3dm,Round,Basket,"A high-profile 4-prong basket setting designed for a round stone, featuring an intricate open-work structure below the main stone for enhanced light and detail.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100005_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100005_S.3dm
Prongs,23411_23411_100007_S.3dm,Round,Basket,"A high-profile 4-prong basket setting for a round stone, featuring an intricate wireframe under-gallery and substantial prongs extending upwards.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100007_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100007_S.3dm
Prongs,23411_23411_100008_S.3dm,Round,Basket,"A four-prong basket setting designed for a round stone, featuring a high profile with an open-sided basket structure for light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100008_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_100008_S.3dm
